ServiceRequestNo,ServiceRequestStatus,TypeOfEnagagement,Incident/ Problem,SR Priority,SR Open Date,SR Close Date,Product,Geography,Country
2342,Closed,Contract,Incident,2-High,41920.00,42032.00,Busi,Asia-Pacific,India
2364,Closed,Project,Incident,2-High,41820.00,42032.00,Busi,Asia-Pacific,India
1722,Closed,Billable,Incident,2-High,41905.00,42033.00,PHD ,Asia-Pacific,Australia
1723,Closed,Billable,Incident,2-High,41905.00,42033.00,PHD ,Asia-Pacific,Australia
1771,Closed,Project,Problem,2-High,41964.00,42033.00,PHD ,Asia-Pacific,China
1786,Closed,Contract,Problem,3-Medium,41989.00,42033.00,PHD ,Asia-Pacific,Australia
1982,Closed,Project,Incident,3-Medium,42020.00,42033.00,USD ,Asia-Pacific,Korea South
1986,Closed,No Charge Support,Incident,2-High,42016.00,42033.00,USD ,Asia-Pacific,Japan
2547,Closed,Project,Problem,2-High,41873.00,42033.00,Oper,Asia-Pacific,India
2548,Closed,Project,Problem,2-High,41873.00,42033.00,Oper,Asia-Pacific,India
2566,Closed,Project,Problem,2-High,41890.00,42033.00,USD ,Asia-Pacific,India
2567,Closed,Project,Problem,2-High,41890.00,42033.00,USD ,Asia-Pacific,India
2593,Closed,Project,Problem,2-High,41905.00,42033.00,Oper,Asia-Pacific,India
2594,Closed,Project,Problem,2-High,41905.00,42033.00,Oper,Asia-Pacific,India
2601,Closed,Project,Problem,1-Critical,41907.00,42033.00,USD ,Asia-Pacific,India
2602,Closed,Project,Problem,1-Critical,41907.00,42033.00,USD ,Asia-Pacific,India
2603,Closed,Project,Problem,1-Critical,41907.00,42033.00,USD ,Asia-Pacific,India
2604,Closed,Project,Problem,1-Critical,41907.00,42033.00,USD ,Asia-Pacific,India
2605,Closed,Project,Request for Fulfillment,1-Critical,41907.00,42033.00,USD ,Asia-Pacific,India
2613,Closed,No Charge Support,Request for Fulfillment,2-High,41912.00,42033.00,USD ,Asia-Pacific,India
2614,Closed,No Charge Support,Request for Fulfillment,2-High,41912.00,42033.00,USD ,Asia-Pacific,India
2615,Closed,No Charge Support,Request for Fulfillment,2-High,41912.00,42033.00,USD ,Asia-Pacific,India
2654,Closed,Project,Problem,2-High,41962.00,42033.00,Oper,Asia-Pacific,Korea South
2655,Closed,Project,Problem,2-High,41962.00,42033.00,Oper,Asia-Pacific,Korea South
2656,Closed,Project,Problem,2-High,41962.00,42033.00,Oper,Asia-Pacific,Korea South
2657,Closed,Project,Problem,2-High,41962.00,42033.00,Oper,Asia-Pacific,Korea South
2663,Closed,Project,Problem,2-High,41969.00,42033.00,USD ,Asia-Pacific,India
2664,Closed,Project,Problem,2-High,41969.00,42033.00,USD ,Asia-Pacific,India
2711,Closed,Project,Problem,2-High,41981.00,42033.00,USD ,Asia-Pacific,India
2712,Closed,Project,Problem,2-High,41981.00,42033.00,USD ,Asia-Pacific,India
2713,Closed,Project,Problem,2-High,41981.00,42033.00,USD ,Asia-Pacific,India
2714,Closed,Project,Problem,2-High,41981.00,42033.00,USD ,Asia-Pacific,India
2715,Closed,Project,Problem,2-High,41981.00,42033.00,USD ,Asia-Pacific,India
2716,Closed,Project,Problem,2-High,41981.00,42033.00,USD ,Asia-Pacific,India
2762,Closed,No Charge Support,Incident,2-High,41997.00,42033.00,USD ,Asia-Pacific,India
2763,Closed,No Charge Support,Incident,2-High,41997.00,42033.00,USD ,Asia-Pacific,India
2786,Closed,Project,Problem,2-High,42013.00,42033.00,Oper,Asia-Pacific,Australia
2787,Closed,Project,Problem,2-High,42013.00,42033.00,Oper,Asia-Pacific,Australia
2803,Closed,No Charge Support,Request for Fulfillment,3-Medium,42032.00,42033.00,USD ,Asia-Pacific,Japan
2804,Closed,No Charge Support,Request for Fulfillment,3-Medium,42032.00,42033.00,USD ,Asia-Pacific,Japan
2805,Closed,No Charge Support,Request for Fulfillment,3-Medium,42032.00,42033.00,USD ,Asia-Pacific,Japan
1539,Closed,No Charge Support,Incident,1-Critical,41897.00,42034.00,Busi,Asia-Pacific,India
1540,Closed,No Charge Support,Incident,1-Critical,41897.00,42034.00,Busi,Asia-Pacific,India
2175,Closed,No Charge Support,Incident,1-Critical,41897.00,42034.00,Busi,Asia-Pacific,India
2176,Closed,No Charge Support,Incident,1-Critical,41897.00,42034.00,Busi,Asia-Pacific,India
2177,Closed,No Charge Support,Incident,1-Critical,41897.00,42034.00,Busi,Asia-Pacific,India
2677,Closed,No Charge Support,Problem,1-Critical,41976.00,42034.00,USD ,Asia-Pacific,Indonesia
2678,Closed,No Charge Support,Problem,1-Critical,41976.00,42034.00,USD ,Asia-Pacific,Indonesia
2679,Closed,No Charge Support,Problem,1-Critical,41976.00,42034.00,USD ,Asia-Pacific,Indonesia
2680,Closed,No Charge Support,Problem,1-Critical,41976.00,42034.00,USD ,Asia-Pacific,Indonesia
2681,Closed,No Charge Support,Problem,1-Critical,41976.00,42034.00,USD ,Asia-Pacific,Indonesia
2682,Closed,No Charge Support,Problem,1-Critical,41976.00,42034.00,USD ,Asia-Pacific,Indonesia
2683,Closed,No Charge Support,Problem,1-Critical,41976.00,42034.00,USD ,Asia-Pacific,Indonesia
2684,Closed,No Charge Support,Problem,1-Critical,41976.00,42034.00,USD ,Asia-Pacific,Indonesia
1960,Closed,No Charge Support,Incident,3-Medium,42033.00,42036.00,USD ,Asia-Pacific,India
1554,Closed,Project,Incident,4-Low,41814.00,42037.00,Unsp,Asia-Pacific,Australia
1955,Closed,No Charge Support,Incident,2-High,42037.00,42037.00,USD ,Asia-Pacific,India
1978,Closed,Project,Incident,2-High,42025.00,42037.00,USD ,Asia-Pacific,Korea South
1981,Closed,Project,Incident,2-High,42025.00,42037.00,USD ,Asia-Pacific,Korea South
1991,Closed,Project,Incident,3-Medium,42013.00,42037.00,Blen,Asia-Pacific,India
2618,Closed,Project,Problem,2-High,41925.00,42037.00,USD ,Asia-Pacific,India
2695,Closed,Project,Problem,2-High,41978.00,42037.00,Oper,Asia-Pacific,India
2696,Closed,Project,Problem,2-High,41978.00,42037.00,Oper,Asia-Pacific,India
2995,Closed,Contract,Request for Fulfillment,3-Medium,42016.00,42037.00,AAM ,Asia-Pacific,Singapore
1048,Closed,Project,Incident,3-Medium,41852.00,42038.00,APC ,Asia-Pacific,India
1049,Closed,Project,Incident,3-Medium,41852.00,42038.00,APC ,Asia-Pacific,India
1050,Closed,Project,Incident,3-Medium,41852.00,42038.00,APC ,Asia-Pacific,India
1051,Closed,Project,Incident,3-Medium,41852.00,42038.00,APC ,Asia-Pacific,India
1052,Closed,Project,Incident,3-Medium,41852.00,42038.00,APC ,Asia-Pacific,India
1134,Closed,Project,Incident,3-Medium,42009.00,42038.00,APC ,Asia-Pacific,Australia
1427,Closed,Project,Incident,4-Low,42032.00,42038.00,Oper,Asia-Pacific,Taiwan
1553,Closed,Project,Incident,3-Medium,41838.00,42038.00,Busi,Asia-Pacific,Australia
1563,Closed,Contract,Incident,2-High,41718.00,42038.00,Busi,Asia-Pacific,Singapore
1933,Closed,Project,Problem,3-Medium,42016.00,42038.00,Unsp,Asia-Pacific,Australia
2757,Closed,No Charge Support,Request for Fulfillment,3-Medium,41990.00,42038.00,USD ,Asia-Pacific,Australia
2758,Closed,No Charge Support,Request for Fulfillment,3-Medium,41990.00,42038.00,USD ,Asia-Pacific,Australia
2759,Closed,No Charge Support,Request for Fulfillment,3-Medium,41990.00,42038.00,USD ,Asia-Pacific,Australia
2760,Closed,No Charge Support,Request for Fulfillment,3-Medium,41990.00,42038.00,USD ,Asia-Pacific,Australia
2806,Closed,No Charge Support,Request for Fulfillment,3-Medium,42032.00,42038.00,USD ,Asia-Pacific,Korea South
2807,Closed,No Charge Support,Request for Fulfillment,3-Medium,42032.00,42038.00,USD ,Asia-Pacific,Korea South
2808,Closed,Project,Incident,2-High,42037.00,42038.00,Oper,Asia-Pacific,Bangladesh
2809,Closed,Project,Incident,2-High,42037.00,42038.00,Oper,Asia-Pacific,Bangladesh
1073,Closed,Project,Incident,3-Medium,41912.00,42039.00,APC ,Asia-Pacific,Australia
1074,Closed,Project,Incident,3-Medium,41912.00,42039.00,APC ,Asia-Pacific,Australia
1075,Closed,Project,Incident,3-Medium,41912.00,42039.00,APC ,Asia-Pacific,Australia
1136,Closed,Project,Incident,2-High,42034.00,42039.00,APC ,Asia-Pacific,Japan
1777,Closed,Contract,Incident,2-High,42010.00,42039.00,Busi,Asia-Pacific,Australia
1948,Closed,No Charge Support,Incident,2-High,42039.00,42039.00,USD ,Asia-Pacific,India
1949,Closed,No Charge Support,Incident,2-High,42038.00,42039.00,USD ,Asia-Pacific,Japan
1950,Closed,No Charge Support,Incident,2-High,42038.00,42039.00,USD ,Asia-Pacific,Japan
1951,Closed,No Charge Support,Incident,2-High,42038.00,42039.00,USD ,Asia-Pacific,Japan
1956,Closed,No Charge Support,Incident,3-Medium,42034.00,42039.00,USD ,Asia-Pacific,Singapore
1957,Closed,No Charge Support,Incident,3-Medium,42034.00,42039.00,USD ,Asia-Pacific,Singapore
1959,Closed,No Charge Support,Incident,3-Medium,42034.00,42039.00,USD ,Asia-Pacific,Singapore
1961,Closed,No Charge Support,Incident,2-High,42033.00,42039.00,USD ,Asia-Pacific,Indonesia
1962,Closed,No Charge Support,Incident,2-High,42033.00,42039.00,USD ,Asia-Pacific,Indonesia
1967,Closed,No Charge Support,Incident,2-High,42033.00,42039.00,USD ,Asia-Pacific,Indonesia
1970,Closed,No Charge Support,Incident,2-High,42033.00,42039.00,USD ,Asia-Pacific,Indonesia
1971,Closed,No Charge Support,Incident,2-High,42033.00,42039.00,USD ,Asia-Pacific,Indonesia
2075,Closed,Project,Incident,2-High,41985.00,42039.00,USD ,Asia-Pacific,India
2077,Closed,Project,Incident,2-High,41985.00,42039.00,USD ,Asia-Pacific,India
2588,Closed,Contract,Incident,1-Critical,42039.00,42039.00,Unsp,Asia-Pacific,India
2706,Closed,Project,Problem,2-High,41981.00,42039.00,USD ,Asia-Pacific,Japan
2707,Closed,Project,Problem,2-High,41981.00,42039.00,USD ,Asia-Pacific,Japan
2708,Closed,Project,Problem,2-High,41981.00,42039.00,USD ,Asia-Pacific,Japan
2709,Closed,Project,Problem,2-High,41981.00,42039.00,USD ,Asia-Pacific,Japan
2710,Closed,Project,Problem,2-High,41981.00,42039.00,USD ,Asia-Pacific,Japan
2810,Closed,Project,Problem,4-Low,42039.00,42039.00,USD ,Asia-Pacific,India
1487,Closed,No Charge Support,Incident,2-High,42039.00,42040.00,Busi,Asia-Pacific,India
1488,Closed,No Charge Support,Incident,2-High,42038.00,42040.00,Busi,Asia-Pacific,India
1586,Closed,Contract,Incident,1-Critical,42033.00,42041.00,Busi,Asia-Pacific,India
2253,Closed,Contract,Incident,1-Critical,42033.00,42041.00,Busi,Asia-Pacific,India
2596,Closed,Contract,Incident,3-Medium,42010.00,42044.00,Busi,Asia-Pacific,India
1592,Closed,Project,Incident,3-Medium,41998.00,42045.00,AAM ,Asia-Pacific,Japan
1784,Closed,Project,Incident,3-Medium,42038.00,42045.00,Unsp,Asia-Pacific,Indonesia
1944,Closed,No Charge Support,Incident,2-High,42041.00,42045.00,USD ,Asia-Pacific,Australia
1946,Closed,No Charge Support,Incident,2-High,42041.00,42045.00,USD ,Asia-Pacific,Australia
1140,Closed,Contract,Incident,3-Medium,42039.00,42046.00,APC ,Asia-Pacific,New Zealand
1738,Closed,Contract,Incident,3-Medium,41918.00,42046.00,PHD ,Asia-Pacific,New Zealand
1781,Closed,Contract,Problem,3-Medium,42018.00,42046.00,PHD ,Asia-Pacific,Australia
1942,Closed,No Charge Support,Incident,3-Medium,42046.00,42046.00,USD ,Asia-Pacific,India
1943,Closed,No Charge Support,Incident,3-Medium,42046.00,42046.00,USD ,Asia-Pacific,India
2301,Closed,Project,Incident,3-Medium,41954.00,42046.00,Busi,Asia-Pacific,Australia
2302,Closed,Project,Incident,3-Medium,41954.00,42046.00,Busi,Asia-Pacific,Australia
2795,Closed,No Charge Support,Request for Fulfillment,3-Medium,42027.00,42046.00,Oper,Asia-Pacific,Singapore
2796,Closed,No Charge Support,Request for Fulfillment,3-Medium,42027.00,42046.00,Oper,Asia-Pacific,Singapore
2797,Closed,No Charge Support,Request for Fulfillment,3-Medium,42027.00,42046.00,Oper,Asia-Pacific,Singapore
1757,Closed,Project,Incident,3-Medium,42031.00,42047.00,PHD ,Asia-Pacific,China
2347,Closed,Project,Incident,3-Medium,41886.00,42047.00,Unsp,Asia-Pacific,China
3001,Closed,Contract,Incident,3-Medium,42044.00,42047.00,AAM ,Asia-Pacific,Singapore
1773,Closed,Project,Problem,2-High,42013.00,42048.00,PHD ,Asia-Pacific,Australia
1251,Closed,Project,Problem,2-High,41957.00,42051.00,Oper,Asia-Pacific,China
1252,Closed,Project,Problem,2-High,41957.00,42051.00,Oper,Asia-Pacific,China
1257,Closed,Project,Problem,2-High,41977.00,42051.00,Oper,Asia-Pacific,Indonesia
1387,Closed,Project,Problem,2-High,41957.00,42051.00,Oper,Asia-Pacific,China
2622,Closed,Project,Problem,2-High,41926.00,42051.00,Oper,Asia-Pacific,China
2642,Closed,Project,Problem,2-High,41944.00,42051.00,Oper,Asia-Pacific,India
2643,Closed,Project,Problem,2-High,41944.00,42051.00,Oper,Asia-Pacific,India
2704,Closed,Project,Problem,2-High,41981.00,42051.00,USD ,Asia-Pacific,India
2705,Closed,Project,Problem,2-High,41981.00,42051.00,USD ,Asia-Pacific,India
2775,Closed,Project,Problem,2-High,42010.00,42051.00,Oper,Asia-Pacific,Australia
1135,Closed,Project,Incident,2-High,42019.00,42053.00,APC ,Asia-Pacific,India
1138,Closed,Project,Problem,3-Medium,42039.00,42053.00,APC ,Asia-Pacific,Korea South
1139,Closed,Project,Problem,3-Medium,42039.00,42053.00,APC ,Asia-Pacific,Korea South
1235,Closed,Project,Incident,4-Low,42046.00,42053.00,USD ,Asia-Pacific,India
1236,Closed,Project,Incident,4-Low,42046.00,42053.00,USD ,Asia-Pacific,India
1485,Closed,No Charge Support,Incident,1-Critical,42047.00,42053.00,Busi,Asia-Pacific,India
2243,Closed,No Charge Support,Incident,1-Critical,42047.00,42053.00,Busi,Asia-Pacific,India
1327,Closed,Project,Problem,3-Medium,41918.00,42054.00,USD ,Asia-Pacific,India
1337,Closed,Project,Problem,3-Medium,41918.00,42054.00,USD ,Asia-Pacific,India
1338,Closed,Project,Problem,3-Medium,41918.00,42054.00,USD ,Asia-Pacific,India
1339,Closed,Project,Problem,3-Medium,41918.00,42054.00,USD ,Asia-Pacific,India
1340,Closed,Project,Problem,3-Medium,41918.00,42054.00,USD ,Asia-Pacific,India
1341,Closed,Project,Problem,3-Medium,41918.00,42054.00,USD ,Asia-Pacific,India
1369,Closed,Project,Problem,3-Medium,41955.00,42054.00,USD ,Asia-Pacific,China
1370,Closed,Project,Problem,3-Medium,41955.00,42054.00,USD ,Asia-Pacific,China
1371,Closed,Project,Problem,3-Medium,41955.00,42054.00,USD ,Asia-Pacific,China
1372,Closed,Project,Incident,3-Medium,41955.00,42054.00,Oper,Asia-Pacific,Malaysia
1373,Closed,Project,Incident,3-Medium,41955.00,42054.00,Oper,Asia-Pacific,Malaysia
1374,Closed,Project,Incident,3-Medium,41955.00,42054.00,Oper,Asia-Pacific,Malaysia
1375,Closed,Project,Incident,3-Medium,41955.00,42054.00,Oper,Asia-Pacific,Malaysia
1379,Closed,Project,Problem,3-Medium,41955.00,42054.00,Oper,Asia-Pacific,China
1380,Closed,Project,Problem,3-Medium,41955.00,42054.00,Oper,Asia-Pacific,China
1463,Closed,No Charge Support,Incident,3-Medium,42033.00,42054.00,Unsp,Asia-Pacific,India
1464,Closed,No Charge Support,Incident,3-Medium,42033.00,42054.00,Unsp,Asia-Pacific,India
1465,Closed,No Charge Support,Incident,3-Medium,42033.00,42054.00,Unsp,Asia-Pacific,India
2100,Closed,Project,Problem,3-Medium,41918.00,42054.00,USD ,Asia-Pacific,India
2617,Closed,Project,Problem,3-Medium,41918.00,42054.00,USD ,Asia-Pacific,India
1480,Closed,No Charge Support,Incident,2-High,42054.00,42058.00,Busi,Asia-Pacific,India
1483,Closed,Contract,Incident,3-Medium,42052.00,42058.00,Busi,Asia-Pacific,India
1696,Closed,Contract,Incident,2-High,41870.00,42058.00,PHD ,Asia-Pacific,Japan
1748,Closed,Contract,Problem,3-Medium,41927.00,42058.00,PHD ,Asia-Pacific,Papua New Guinea
1764,Closed,Contract,Incident,3-Medium,42017.00,42058.00,PHD ,Asia-Pacific,Japan
1767,Closed,Contract,Problem,2-High,41962.00,42058.00,PHD ,Asia-Pacific,Japan
2160,Closed,Contract,Incident,4-Low,41985.00,42058.00,Busi,Asia-Pacific,Australia
2183,Closed,Contract,Incident,3-Medium,41878.00,42058.00,Busi,Asia-Pacific,Australia
2267,Closed,Contract,Incident,4-Low,41985.00,42058.00,Busi,Asia-Pacific,Australia
2514,Closed,Contract,Incident,3-Medium,42052.00,42058.00,Busi,Asia-Pacific,India
2515,Closed,Contract,Incident,3-Medium,42052.00,42058.00,Busi,Asia-Pacific,India
1292,Closed,Project,Incident,4-Low,42052.00,42059.00,Oper,Asia-Pacific,Australia
1293,Closed,Project,Incident,4-Low,42052.00,42059.00,Oper,Asia-Pacific,Australia
1295,Closed,Project,Incident,4-Low,42052.00,42059.00,Oper,Asia-Pacific,Australia
1583,Closed,Project,Incident,2-High,41957.00,42059.00,AAM ,Asia-Pacific,Australia
1388,Closed,Project,Incident,2-High,41985.00,42060.00,USD ,Asia-Pacific,India
1389,Closed,Project,Incident,2-High,41985.00,42060.00,USD ,Asia-Pacific,India
1393,Closed,Project,Incident,3-Medium,41981.00,42060.00,USD ,Asia-Pacific,China
1394,Closed,Project,Incident,3-Medium,41981.00,42060.00,USD ,Asia-Pacific,China
1395,Closed,Project,Incident,3-Medium,41981.00,42060.00,USD ,Asia-Pacific,China
1396,Closed,Project,Incident,3-Medium,41981.00,42060.00,USD ,Asia-Pacific,China
1397,Closed,Project,Incident,3-Medium,41981.00,42060.00,USD ,Asia-Pacific,China
1398,Closed,Project,Incident,3-Medium,41981.00,42060.00,USD ,Asia-Pacific,China
1749,Closed,Contract,Problem,3-Medium,42037.00,42060.00,PHD ,Asia-Pacific,Australia
1285,Closed,Project,Incident,3-Medium,42060.00,42061.00,Oper,Asia-Pacific,India
1286,Closed,Project,Incident,3-Medium,42060.00,42061.00,Oper,Asia-Pacific,India
1287,Closed,Project,Incident,3-Medium,42060.00,42061.00,Oper,Asia-Pacific,India
1288,Closed,Project,Incident,3-Medium,42060.00,42061.00,Oper,Asia-Pacific,India
1289,Closed,Project,Incident,3-Medium,42060.00,42061.00,Oper,Asia-Pacific,India
2946,Closed,Billable,Incident,3-Medium,42030.00,42061.00,DynA,Asia-Pacific,Malaysia
1237,Closed,Project,Problem,3-Medium,42011.00,42062.00,USD ,Asia-Pacific,India
1386,Closed,Project,Problem,3-Medium,42011.00,42062.00,USD ,Asia-Pacific,India
1446,Closed,Project,Problem,3-Medium,42011.00,42062.00,USD ,Asia-Pacific,India
1447,Closed,Project,Problem,3-Medium,42011.00,42062.00,USD ,Asia-Pacific,India
1448,Closed,Project,Problem,3-Medium,42011.00,42062.00,USD ,Asia-Pacific,India
1449,Closed,Project,Problem,3-Medium,42011.00,42062.00,USD ,Asia-Pacific,India
1450,Closed,Project,Problem,3-Medium,42011.00,42062.00,USD ,Asia-Pacific,India
1451,Closed,Project,Problem,3-Medium,42011.00,42062.00,USD ,Asia-Pacific,India
1511,Closed,Project,Problem,3-Medium,41965.00,42062.00,Busi,Asia-Pacific,China
1747,Closed,Contract,Problem,2-High,42038.00,42062.00,PHD ,Asia-Pacific,Papua New Guinea
1940,Closed,No Charge Support,Incident,2-High,42062.00,42062.00,USD ,Asia-Pacific,India
2242,Closed,Contract,Incident,3-Medium,42062.00,42062.00,Busi,Asia-Pacific,India
2516,Closed,Contract,Problem,3-Medium,42052.00,42062.00,Busi,Asia-Pacific,India
2852,Closed,No Charge Support,Incident,2-High,42047.00,42062.00,Blen,Asia-Pacific,India
1085,Closed,Contract,Problem,2-High,41934.00,42065.00,APC ,Asia-Pacific,Australia
1137,Closed,Project,Incident,2-High,42038.00,42065.00,APC ,Asia-Pacific,India
1296,Closed,Project,Incident,3-Medium,42051.00,42065.00,Oper,Asia-Pacific,China
1297,Closed,Project,Incident,3-Medium,42051.00,42065.00,Oper,Asia-Pacific,China
1298,Closed,Project,Incident,3-Medium,42051.00,42065.00,Oper,Asia-Pacific,China
1299,Closed,Project,Incident,3-Medium,42051.00,42065.00,Oper,Asia-Pacific,China
1300,Closed,Project,Incident,3-Medium,42051.00,42065.00,Oper,Asia-Pacific,China
1301,Closed,Project,Incident,3-Medium,42051.00,42065.00,Oper,Asia-Pacific,China
1302,Closed,Project,Incident,3-Medium,42051.00,42065.00,Oper,Asia-Pacific,China
1588,Closed,Contract,Request for Fulfillment,3-Medium,41970.00,42065.00,Unsp,Asia-Pacific,Singapore
1479,Closed,Contract,Incident,2-High,42055.00,42066.00,Busi,Asia-Pacific,India
1779,Closed,Contract,Request for Fulfillment,2-High,42018.00,42066.00,PHD ,Asia-Pacific,Australia
1793,Closed,Contract,Problem,2-High,41953.00,42066.00,Busi,Asia-Pacific,Australia
2066,Closed,Contract,Incident,2-High,42055.00,42066.00,Busi,Asia-Pacific,India
2162,Closed,Contract,Problem,2-High,41953.00,42066.00,Busi,Asia-Pacific,Australia
2249,Closed,Contract,Problem,3-Medium,42041.00,42066.00,Busi,Asia-Pacific,India
2251,Closed,Contract,Problem,2-High,42039.00,42066.00,Busi,Asia-Pacific,India
2256,Closed,Contract,Incident,3-Medium,42004.00,42066.00,Busi,Asia-Pacific,India
2300,Closed,Project,Incident,2-High,41955.00,42066.00,Busi,Asia-Pacific,India
2358,Closed,Contract,Incident,2-High,41873.00,42066.00,Busi,Asia-Pacific,India
2381,Closed,Project,Problem,3-Medium,41764.00,42066.00,Unsp,Asia-Pacific,India
2386,Closed,Contract,Incident,2-High,41718.00,42066.00,Busi,Asia-Pacific,India
2518,Closed,Contract,Incident,3-Medium,42010.00,42066.00,Busi,Asia-Pacific,India
2630,Closed,Contract,Incident,3-Medium,42010.00,42066.00,Busi,Asia-Pacific,India
2673,Closed,Billable,Incident,3-Medium,41922.00,42066.00,Busi,Asia-Pacific,India
1562,Closed,Project,Incident,3-Medium,41736.00,42067.00,Busi,Asia-Pacific,Australia
2327,Closed,Contract,Problem,2-High,41927.00,42067.00,AAM ,Asia-Pacific,India
3012,Closed,Project,Incident,3-Medium,42061.00,42067.00,AAM ,Asia-Pacific,Taiwan
1498,Closed,Project,Incident,4-Low,42019.00,42068.00,Busi,Asia-Pacific,Australia
1665,Closed,Billable,Incident,3-Medium,42051.00,42069.00,Proc,Asia-Pacific,Malaysia
1939,Closed,No Charge Support,Incident,2-High,42069.00,42069.00,USD ,Asia-Pacific,Japan
2947,Closed,Billable,Request for Fulfillment,3-Medium,42025.00,42069.00,DynA,Asia-Pacific,China
3014,Closed,Project,Incident,2-High,42068.00,42069.00,AAM ,Asia-Pacific,India
2320,Closed,Contract,Problem,4-Low,41940.00,42072.00,Busi,Asia-Pacific,India
3000,Closed,Project,Incident,4-Low,42041.00,42072.00,Oper,Asia-Pacific,Taiwan
1482,Closed,Project,Incident,3-Medium,42054.00,42073.00,Busi,Asia-Pacific,Australia
1936,Closed,No Charge Support,Incident,2-High,42073.00,42073.00,USD ,Asia-Pacific,Singapore
2580,Closed,Unverified,Request for Fulfillment,3-Medium,42073.00,42073.00,Busi,Asia-Pacific,India
2581,Closed,Unverified,Request for Fulfillment,3-Medium,42073.00,42073.00,Busi,Asia-Pacific,India
2659,Closed,Contract,Request for Fulfillment,3-Medium,41960.00,42073.00,Busi,Asia-Pacific,India
3015,Closed,Project,Incident,3-Medium,42072.00,42073.00,AAM ,Asia-Pacific,Thailand
1469,Closed,Project,Incident,3-Medium,42072.00,42074.00,Busi,Asia-Pacific,Australia
1935,Closed,No Charge Support,Incident,3-Medium,42074.00,42074.00,USD ,Asia-Pacific,Korea South
2036,Closed,No Charge Support,Incident,3-Medium,42031.00,42074.00,Blen,Asia-Pacific,Korea South
2513,Closed,Contract,Problem,3-Medium,42073.00,42074.00,Busi,Asia-Pacific,India
1228,Closed,Project,Incident,3-Medium,42062.00,42075.00,Oper,Asia-Pacific,India
1229,Closed,Project,Incident,3-Medium,42062.00,42075.00,Oper,Asia-Pacific,India
1230,Closed,Project,Incident,3-Medium,42062.00,42075.00,Oper,Asia-Pacific,India
1233,Closed,Project,Incident,3-Medium,42046.00,42075.00,USD ,Asia-Pacific,India
1385,Closed,Project,Incident,3-Medium,42046.00,42075.00,USD ,Asia-Pacific,India
1746,Closed,Project,Incident,3-Medium,41926.00,42075.00,Unsp,Asia-Pacific,Singapore
1751,Closed,Contract,Problem,2-High,42034.00,42075.00,PHD ,Asia-Pacific,Papua New Guinea
1758,Closed,Project,Problem,3-Medium,41948.00,42075.00,Unsp,Asia-Pacific,Singapore
1788,Closed,Project,Incident,3-Medium,41985.00,42075.00,PHD ,Asia-Pacific,Australia
1792,Closed,Project,Incident,3-Medium,41961.00,42075.00,Unsp,Asia-Pacific,Singapore
1930,Closed,No Charge Support,Incident,2-High,42075.00,42075.00,USD ,Asia-Pacific,India
2252,Closed,Contract,Problem,3-Medium,42038.00,42075.00,Busi,Asia-Pacific,India
2329,Closed,Contract,Incident,3-Medium,41927.00,42075.00,Busi,Asia-Pacific,India
2349,Closed,Contract,Incident,4-Low,41884.00,42075.00,Busi,Asia-Pacific,India
2576,Closed,Unverified,Problem,3-Medium,42074.00,42075.00,Busi,Asia-Pacific,India
1270,Closed,Billable,Problem,3-Medium,41828.00,42076.00,Adva,Asia-Pacific,Malaysia
1274,Closed,No Charge Support,Incident,3-Medium,41876.00,42076.00,Adva,Asia-Pacific,Malaysia
1428,Closed,Billable,Incident,3-Medium,42031.00,42076.00,DynA,Asia-Pacific,Malaysia
1561,Closed,Contract,Incident,3-Medium,41738.00,42076.00,Busi,Asia-Pacific,India
1649,Closed,Project,Incident,3-Medium,41750.00,42076.00,PHD ,Asia-Pacific,Singapore
1651,Closed,Project,Incident,3-Medium,41771.00,42076.00,PHD ,Asia-Pacific,Philippines
1654,Closed,Project,Incident,3-Medium,41779.00,42076.00,PHD ,Asia-Pacific,India
1675,Closed,Project,Request for Fulfillment,3-Medium,41838.00,42076.00,Unsp,Asia-Pacific,Indonesia
1769,Closed,Project,Incident,3-Medium,41964.00,42076.00,Unsp,Asia-Pacific,Australia
2037,Closed,Project,Incident,3-Medium,42061.00,42076.00,Blen,Asia-Pacific,India
2038,Closed,Project,Incident,3-Medium,42061.00,42076.00,Blen,Asia-Pacific,India
2039,Closed,Project,Incident,3-Medium,42061.00,42076.00,Blen,Asia-Pacific,India
2853,Closed,Project,Incident,2-High,42061.00,42076.00,Blen,Asia-Pacific,India
2914,Closed,No Charge Support,Incident,3-Medium,41876.00,42076.00,Adva,Asia-Pacific,Malaysia
2945,Closed,Billable,Incident,3-Medium,42031.00,42076.00,DynA,Asia-Pacific,Malaysia
2965,Closed,Project,Incident,3-Medium,41933.00,42076.00,AAM ,Asia-Pacific,China
2966,Closed,Project,Incident,3-Medium,41933.00,42076.00,AAM ,Asia-Pacific,China
1059,Closed,Project,Problem,2-High,41893.00,42079.00,APC ,Asia-Pacific,Australia
1143,Closed,Contract,Incident,3-Medium,42058.00,42079.00,APC ,Asia-Pacific,Australia
1381,Closed,No Charge Support,Incident,2-High,42054.00,42079.00,USD ,Asia-Pacific,China
1382,Closed,No Charge Support,Incident,2-High,42054.00,42079.00,USD ,Asia-Pacific,China
1383,Closed,No Charge Support,Incident,2-High,42054.00,42079.00,USD ,Asia-Pacific,China
